date_raw,date_parts,date_str,date_dt
2026년03월10일,"['2026', '03', '10']",2026-03-10,2026-03-10
2025/05/23,"['2025', '05', '23']",2025-05-23,2025-05-23
31/31/2026,"['31', '31', '2026']",31-31-2026,
2026년02월22일,"['2026', '02', '22']",2026-02-22,2026-02-22
20250310,['20250310'],20250310,2025-03-10
2025-06-28,"['2025', '06', '28']",2025-06-28,2025-06-28
20240616,['20240616'],20240616,2024-06-16
2024.10.28,"['2024', '10', '28']",2024-10-28,2024-10-28
04/08/2026,"['04', '08', '2026']",04-08-2026,2026-04-08
2025-04,"['2025', '04']",2025-04,2025-04-01
2025/09,"['2025', '09']",2025-09,2025-09-01
20241012,['20241012'],20241012,2024-10-12
2024년05월15일,"['2024', '05', '15']",2024-05-15,2024-05-15
2024.05,"['2024', '05']",2024-05,2024-05-01
2025.10.26,"['2025', '10', '26']",2025-10-26,2025-10-26
2025.07,"['2025', '07']",2025-07,2025-07-01
12/26/2025,"['12', '26', '2025']",12-26-2025,2025-12-26
2026/99/99,"['2026', '99', '99']",2026-99-99,
2024년02월15일,"['2024', '02', '15']",2024-02-15,2024-02-15
2025/03,"['2025', '03']",2025-03,2025-03-01
2026/01,"['2026', '01']",2026-01,2026-01-01
2024년08월21일,"['2024', '08', '21']",2024-08-21,2024-08-21
2026/99/99,"['2026', '99', '99']",2026-99-99,
2026.04,"['2026', '04']",2026-04,2026-04-01
2024/10/27,"['2024', '10', '27']",2024-10-27,2024-10-27
2026-03,"['2026', '03']",2026-03,2026-03-01
2024-12,"['2024', '12']",2024-12,2024-12-01
2025/05,"['2025', '05']",2025-05,2025-05-01
2025.05,"['2025', '05']",2025-05,2025-05-01
2024-04,"['2024', '04']",2024-04,2024-04-01
2025/01,"['2025', '01']",2025-01,2025-01-01
2024/09,"['2024', '09']",2024-09,2024-09-01
2025-11,"['2025', '11']",2025-11,2025-11-01
2025.01,"['2025', '01']",2025-01,2025-01-01
2026-02-30,"['2026', '02', '30']",2026-02-30,
2026-02-30,"['2026', '02', '30']",2026-02-30,
2026.04.30,"['2026', '04', '30']",2026-04-30,2026-04-30
2024/01/09,"['2024', '01', '09']",2024-01-09,2024-01-09
2025/09,"['2025', '09']",2025-09,2025-09-01
2024-08-17,"['2024', '08', '17']",2024-08-17,2024-08-17
2025.01.04,"['2025', '01', '04']",2025-01-04,2025-01-04
2024/08,"['2024', '08']",2024-08,2024-08-01
05/05/2025,"['05', '05', '2025']",05-05-2025,2025-05-05
03/19/2024,"['03', '19', '2024']",03-19-2024,2024-03-19
abcd,[],,
2025-11-18,"['2025', '11', '18']",2025-11-18,2025-11-18
2025-04-17,"['2025', '04', '17']",2025-04-17,2025-04-17
abcd,[],,
2024.09.12,"['2024', '09', '12']",2024-09-12,2024-09-12
2025-09-06,"['2025', '09', '06']",2025-09-06,2025-09-06
2024년04월25일,"['2024', '04', '25']",2024-04-25,2024-04-25
2025년07월30일,"['2025', '07', '30']",2025-07-30,2025-07-30
12/29/2025,"['12', '29', '2025']",12-29-2025,2025-12-29
20250101,['20250101'],20250101,2025-01-01
2024/03,"['2024', '03']",2024-03,2024-03-01
10/07/2025,"['10', '07', '2025']",10-07-2025,2025-10-07
2026/99/99,"['2026', '99', '99']",2026-99-99,
,,,
2025.10,"['2025', '10']",2025-10,2025-10-01
2024/01/31,"['2024', '01', '31']",2024-01-31,2024-01-31
10/05/2025,"['10', '05', '2025']",10-05-2025,2025-10-05
2025-08,"['2025', '08']",2025-08,2025-08-01
20240621,['20240621'],20240621,2024-06-21
2024/04,"['2024', '04']",2024-04,2024-04-01
20250421,['20250421'],20250421,2025-04-21
02/11/2024,"['02', '11', '2024']",02-11-2024,2024-02-11
2025.05.09,"['2025', '05', '09']",2025-05-09,2025-05-09
2025.12,"['2025', '12']",2025-12,2025-12-01
2026-01-08,"['2026', '01', '08']",2026-01-08,2026-01-08
,,,
2026.01,"['2026', '01']",2026-01,2026-01-01
2024.04.07,"['2024', '04', '07']",2024-04-07,2024-04-07
2025/02,"['2025', '02']",2025-02,2025-02-01
2024-04-21,"['2024', '04', '21']",2024-04-21,2024-04-21
2025/06,"['2025', '06']",2025-06,2025-06-01
2024/06,"['2024', '06']",2024-06,2024-06-01
2024/05,"['2024', '05']",2024-05,2024-05-01
2024.12.07,"['2024', '12', '07']",2024-12-07,2024-12-07
2025.01,"['2025', '01']",2025-01,2025-01-01
2024/12/09,"['2024', '12', '09']",2024-12-09,2024-12-09
2025년01월01일,"['2025', '01', '01']",2025-01-01,2025-01-01
20260228,['20260228'],20260228,2026-02-28
2026-02-30,"['2026', '02', '30']",2026-02-30,
2024-10,"['2024', '10']",2024-10,2024-10-01
2025/08,"['2025', '08']",2025-08,2025-08-01
20251214,['20251214'],20251214,2025-12-14
07/28/2024,"['07', '28', '2024']",07-28-2024,2024-07-28
2024년01월24일,"['2024', '01', '24']",2024-01-24,2024-01-24
abcd,[],,
2025/01/01,"['2025', '01', '01']",2025-01-01,2025-01-01
2025/08,"['2025', '08']",2025-08,2025-08-01
,,,
2025.02,"['2025', '02']",2025-02,2025-02-01
2024-02-04,"['2024', '02', '04']",2024-02-04,2024-02-04
2024.07,"['2024', '07']",2024-07,2024-07-01
2024/04,"['2024', '04']",2024-04,2024-04-01
2025년12월06일,"['2025', '12', '06']",2025-12-06,2025-12-06
03/29/2026,"['03', '29', '2026']",03-29-2026,2026-03-29
2025-06,"['2025', '06']",2025-06,2025-06-01
2024년11월01일,"['2024', '11', '01']",2024-11-01,2024-11-01
2024년02월16일,"['2024', '02', '16']",2024-02-16,2024-02-16
2025/08/19,"['2025', '08', '19']",2025-08-19,2025-08-19
20251228,['20251228'],20251228,2025-12-28
2026/01,"['2026', '01']",2026-01,2026-01-01
2024/02/01,"['2024', '02', '01']",2024-02-01,2024-02-01
2025/08/15,"['2025', '08', '15']",2025-08-15,2025-08-15
2025/05,"['2025', '05']",2025-05,2025-05-01
2025/12/19,"['2025', '12', '19']",2025-12-19,2025-12-19
03/01/2026,"['03', '01', '2026']",03-01-2026,2026-03-01
20240918,['20240918'],20240918,2024-09-18
2024/03,"['2024', '03']",2024-03,2024-03-01
2025.11.14,"['2025', '11', '14']",2025-11-14,2025-11-14
2024/08/14,"['2024', '08', '14']",2024-08-14,2024-08-14
2026-13-40,"['2026', '13', '40']",2026-13-40,
2026/04,"['2026', '04']",2026-04,2026-04-01
2024-01,"['2024', '01']",2024-01,2024-01-01
09/14/2025,"['09', '14', '2025']",09-14-2025,2025-09-14
2026/02,"['2026', '02']",2026-02,2026-02-01
2024-11-23,"['2024', '11', '23']",2024-11-23,2024-11-23
20241111,['20241111'],20241111,2024-11-11
,,,
2026/99/99,"['2026', '99', '99']",2026-99-99,
2026년01월19일,"['2026', '01', '19']",2026-01-19,2026-01-19
2026/01/13,"['2026', '01', '13']",2026-01-13,2026-01-13
2025.07,"['2025', '07']",2025-07,2025-07-01
,,,
2024-01-16,"['2024', '01', '16']",2024-01-16,2024-01-16
04/07/2025,"['04', '07', '2025']",04-07-2025,2025-04-07
2026.02.04,"['2026', '02', '04']",2026-02-04,2026-02-04
2026-13-40,"['2026', '13', '40']",2026-13-40,
2025.06.29,"['2025', '06', '29']",2025-06-29,2025-06-29
2024/07/13,"['2024', '07', '13']",2024-07-13,2024-07-13
abcd,[],,
2025년01월06일,"['2025', '01', '06']",2025-01-06,2025-01-06
2026년02월03일,"['2026', '02', '03']",2026-02-03,2026-02-03
20250502,['20250502'],20250502,2025-05-02
2024년08월03일,"['2024', '08', '03']",2024-08-03,2024-08-03
20250209,['20250209'],20250209,2025-02-09
abcd,[],,
2025.07.04,"['2025', '07', '04']",2025-07-04,2025-07-04
2026-02-17,"['2026', '02', '17']",2026-02-17,2026-02-17
01/14/2026,"['01', '14', '2026']",01-14-2026,2026-01-14
2025/11/29,"['2025', '11', '29']",2025-11-29,2025-11-29
2024-12,"['2024', '12']",2024-12,2024-12-01
2025/12,"['2025', '12']",2025-12,2025-12-01
2024/11/12,"['2024', '11', '12']",2024-11-12,2024-11-12
2024.01,"['2024', '01']",2024-01,2024-01-01
2024/07,"['2024', '07']",2024-07,2024-07-01
04/23/2026,"['04', '23', '2026']",04-23-2026,2026-04-23
2025/08,"['2025', '08']",2025-08,2025-08-01
2024-02,"['2024', '02']",2024-02,2024-02-01
2024.06,"['2024', '06']",2024-06,2024-06-01
2025/08,"['2025', '08']",2025-08,2025-08-01
2024.12,"['2024', '12']",2024-12,2024-12-01
2025/05,"['2025', '05']",2025-05,2025-05-01
08/20/2025,"['08', '20', '2025']",08-20-2025,2025-08-20
2024-06-22,"['2024', '06', '22']",2024-06-22,2024-06-22
2024.02,"['2024', '02']",2024-02,2024-02-01
20260128,['20260128'],20260128,2026-01-28
12/24/2025,"['12', '24', '2025']",12-24-2025,2025-12-24
2025.02,"['2025', '02']",2025-02,2025-02-01
2024/09/27,"['2024', '09', '27']",2024-09-27,2024-09-27
2025-03-22,"['2025', '03', '22']",2025-03-22,2025-03-22
2024-08-29,"['2024', '08', '29']",2024-08-29,2024-08-29
2026.02.25,"['2026', '02', '25']",2026-02-25,2026-02-25
31/31/2026,"['31', '31', '2026']",31-31-2026,
2024.04.22,"['2024', '04', '22']",2024-04-22,2024-04-22
2026-02-30,"['2026', '02', '30']",2026-02-30,
2024.02,"['2024', '02']",2024-02,2024-02-01
2026-02,"['2026', '02']",2026-02,2026-02-01
,,,
20241129,['20241129'],20241129,2024-11-29
2026-02-30,"['2026', '02', '30']",2026-02-30,
2025.09.06,"['2025', '09', '06']",2025-09-06,2025-09-06
2025/08/30,"['2025', '08', '30']",2025-08-30,2025-08-30
2024-11-30,"['2024', '11', '30']",2024-11-30,2024-11-30
2026-03-11,"['2026', '03', '11']",2026-03-11,2026-03-11
2026.02.05,"['2026', '02', '05']",2026-02-05,2026-02-05
2024.10.08,"['2024', '10', '08']",2024-10-08,2024-10-08
2024-09-06,"['2024', '09', '06']",2024-09-06,2024-09-06
2024/10/15,"['2024', '10', '15']",2024-10-15,2024-10-15
2024-12,"['2024', '12']",2024-12,2024-12-01
2025.04,"['2025', '04']",2025-04,2025-04-01
2025-09-22,"['2025', '09', '22']",2025-09-22,2025-09-22
2024-07,"['2024', '07']",2024-07,2024-07-01
2026.03.12,"['2026', '03', '12']",2026-03-12,2026-03-12
2025-10-14,"['2025', '10', '14']",2025-10-14,2025-10-14
2025년07월25일,"['2025', '07', '25']",2025-07-25,2025-07-25
2026/01/31,"['2026', '01', '31']",2026-01-31,2026-01-31
20250204,['20250204'],20250204,2025-02-04
2026/99/99,"['2026', '99', '99']",2026-99-99,
2025년12월03일,"['2025', '12', '03']",2025-12-03,2025-12-03
20240305,['20240305'],20240305,2024-03-05
20241102,['20241102'],20241102,2024-11-02
2024.07.17,"['2024', '07', '17']",2024-07-17,2024-07-17
2024/11,"['2024', '11']",2024-11,2024-11-01
2025.10.31,"['2025', '10', '31']",2025-10-31,2025-10-31
20260407,['20260407'],20260407,2026-04-07
2024.05.20,"['2024', '05', '20']",2024-05-20,2024-05-20
2025-06,"['2025', '06']",2025-06,2025-06-01
2025-07-29,"['2025', '07', '29']",2025-07-29,2025-07-29
2024.06,"['2024', '06']",2024-06,2024-06-01
20251202,['20251202'],20251202,2025-12-02
2024-12-21,"['2024', '12', '21']",2024-12-21,2024-12-21
2025.05,"['2025', '05']",2025-05,2025-05-01
,,,
11/01/2025,"['11', '01', '2025']",11-01-2025,2025-11-01
2025년05월30일,"['2025', '05', '30']",2025-05-30,2025-05-30
2024/05/23,"['2024', '05', '23']",2024-05-23,2024-05-23
2026-13-40,"['2026', '13', '40']",2026-13-40,
2025.03.04,"['2025', '03', '04']",2025-03-04,2025-03-04
2024-04-25,"['2024', '04', '25']",2024-04-25,2024-04-25
abcd,[],,
2025-08,"['2025', '08']",2025-08,2025-08-01
02/09/2025,"['02', '09', '2025']",02-09-2025,2025-02-09
2024-02,"['2024', '02']",2024-02,2024-02-01
2024.07,"['2024', '07']",2024-07,2024-07-01
01/11/2024,"['01', '11', '2024']",01-11-2024,2024-01-11
2025-07,"['2025', '07']",2025-07,2025-07-01
2025-12,"['2025', '12']",2025-12,2025-12-01
04/16/2026,"['04', '16', '2026']",04-16-2026,2026-04-16
2025-01,"['2025', '01']",2025-01,2025-01-01
2024/06,"['2024', '06']",2024-06,2024-06-01
2026년03월17일,"['2026', '03', '17']",2026-03-17,2026-03-17
2024.05,"['2024', '05']",2024-05,2024-05-01
2025.04.20,"['2025', '04', '20']",2025-04-20,2025-04-20
2025-10,"['2025', '10']",2025-10,2025-10-01
2024년05월03일,"['2024', '05', '03']",2024-05-03,2024-05-03
2024/04,"['2024', '04']",2024-04,2024-04-01
2024.10,"['2024', '10']",2024-10,2024-10-01
2026-03-02,"['2026', '03', '02']",2026-03-02,2026-03-02
2025-11-25,"['2025', '11', '25']",2025-11-25,2025-11-25
2024.12.05,"['2024', '12', '05']",2024-12-05,2024-12-05
2025년08월26일,"['2025', '08', '26']",2025-08-26,2025-08-26
2024.10,"['2024', '10']",2024-10,2024-10-01
2024년11월22일,"['2024', '11', '22']",2024-11-22,2024-11-22
31/31/2026,"['31', '31', '2026']",31-31-2026,
2026.03,"['2026', '03']",2026-03,2026-03-01
2026-02-30,"['2026', '02', '30']",2026-02-30,
20250601,['20250601'],20250601,2025-06-01
2025/05/29,"['2025', '05', '29']",2025-05-29,2025-05-29
2024-12,"['2024', '12']",2024-12,2024-12-01
2025/05/16,"['2025', '05', '16']",2025-05-16,2025-05-16
2024/02,"['2024', '02']",2024-02,2024-02-01
2024.01.01,"['2024', '01', '01']",2024-01-01,2024-01-01
2024년07월15일,"['2024', '07', '15']",2024-07-15,2024-07-15
2025/10/24,"['2025', '10', '24']",2025-10-24,2025-10-24
08/19/2025,"['08', '19', '2025']",08-19-2025,2025-08-19
2025-02,"['2025', '02']",2025-02,2025-02-01
20250609,['20250609'],20250609,2025-06-09
2024/04,"['2024', '04']",2024-04,2024-04-01
2025-06,"['2025', '06']",2025-06,2025-06-01
01/22/2026,"['01', '22', '2026']",01-22-2026,2026-01-22
2025-03-27,"['2025', '03', '27']",2025-03-27,2025-03-27
2024-11-05,"['2024', '11', '05']",2024-11-05,2024-11-05
2024-08-11,"['2024', '08', '11']",2024-08-11,2024-08-11
2024/03,"['2024', '03']",2024-03,2024-03-01
20260404,['20260404'],20260404,2026-04-04
2025년10월28일,"['2025', '10', '28']",2025-10-28,2025-10-28
2024.11,"['2024', '11']",2024-11,2024-11-01
2026/03,"['2026', '03']",2026-03,2026-03-01
2025-08,"['2025', '08']",2025-08,2025-08-01
12/25/2024,"['12', '25', '2024']",12-25-2024,2024-12-25
2026/04,"['2026', '04']",2026-04,2026-04-01
2025.12,"['2025', '12']",2025-12,2025-12-01
2025년06월22일,"['2025', '06', '22']",2025-06-22,2025-06-22
2024/08/10,"['2024', '08', '10']",2024-08-10,2024-08-10
2026-01,"['2026', '01']",2026-01,2026-01-01
20241031,['20241031'],20241031,2024-10-31
2025/03/08,"['2025', '03', '08']",2025-03-08,2025-03-08
2024년10월13일,"['2024', '10', '13']",2024-10-13,2024-10-13
,,,
2026.02.17,"['2026', '02', '17']",2026-02-17,2026-02-17
20250726,['20250726'],20250726,2025-07-26
2025년06월29일,"['2025', '06', '29']",2025-06-29,2025-06-29
2026.03,"['2026', '03']",2026-03,2026-03-01
2026-04,"['2026', '04']",2026-04,2026-04-01
2024-03,"['2024', '03']",2024-03,2024-03-01
11/03/2025,"['11', '03', '2025']",11-03-2025,2025-11-03
2025/11,"['2025', '11']",2025-11,2025-11-01
31/31/2026,"['31', '31', '2026']",31-31-2026,
01/24/2024,"['01', '24', '2024']",01-24-2024,2024-01-24
2025.02,"['2025', '02']",2025-02,2025-02-01
2026-02-11,"['2026', '02', '11']",2026-02-11,2026-02-11
20240821,['20240821'],20240821,2024-08-21
2024/05/04,"['2024', '05', '04']",2024-05-04,2024-05-04
2024/12,"['2024', '12']",2024-12,2024-12-01
2024.09,"['2024', '09']",2024-09,2024-09-01
2026-04,"['2026', '04']",2026-04,2026-04-01
2025.01.04,"['2025', '01', '04']",2025-01-04,2025-01-04
2024/05/02,"['2024', '05', '02']",2024-05-02,2024-05-02
2026-02,"['2026', '02']",2026-02,2026-02-01
2024년05월16일,"['2024', '05', '16']",2024-05-16,2024-05-16
,,,
04/22/2026,"['04', '22', '2026']",04-22-2026,2026-04-22
2026-04-06,"['2026', '04', '06']",2026-04-06,2026-04-06
20240821,['20240821'],20240821,2024-08-21
01/04/2025,"['01', '04', '2025']",01-04-2025,2025-01-04
2025.03.26,"['2025', '03', '26']",2025-03-26,2025-03-26
12/10/2025,"['12', '10', '2025']",12-10-2025,2025-12-10
05/26/2025,"['05', '26', '2025']",05-26-2025,2025-05-26
2026/01/13,"['2026', '01', '13']",2026-01-13,2026-01-13
2024/08,"['2024', '08']",2024-08,2024-08-01
2024/04/11,"['2024', '04', '11']",2024-04-11,2024-04-11
2024-10,"['2024', '10']",2024-10,2024-10-01
2026년02월09일,"['2026', '02', '09']",2026-02-09,2026-02-09
2026-13-40,"['2026', '13', '40']",2026-13-40,
2024-03,"['2024', '03']",2024-03,2024-03-01
2024.08,"['2024', '08']",2024-08,2024-08-01
2025-01-17,"['2025', '01', '17']",2025-01-17,2025-01-17
02/09/2026,"['02', '09', '2026']",02-09-2026,2026-02-09
20250927,['20250927'],20250927,2025-09-27
2024/10/16,"['2024', '10', '16']",2024-10-16,2024-10-16
2026.03,"['2026', '03']",2026-03,2026-03-01
09/28/2025,"['09', '28', '2025']",09-28-2025,2025-09-28
2024-10,"['2024', '10']",2024-10,2024-10-01
2026/01,"['2026', '01']",2026-01,2026-01-01
2025/09/27,"['2025', '09', '27']",2025-09-27,2025-09-27
2024.08,"['2024', '08']",2024-08,2024-08-01
05/30/2024,"['05', '30', '2024']",05-30-2024,2024-05-30
2026.03.16,"['2026', '03', '16']",2026-03-16,2026-03-16
2026.03,"['2026', '03']",2026-03,2026-03-01
12/23/2025,"['12', '23', '2025']",12-23-2025,2025-12-23
2026-13-40,"['2026', '13', '40']",2026-13-40,
2024.01,"['2024', '01']",2024-01,2024-01-01
2026/01/20,"['2026', '01', '20']",2026-01-20,2026-01-20
2024-03,"['2024', '03']",2024-03,2024-03-01
20250515,['20250515'],20250515,2025-05-15
2025년12월31일,"['2025', '12', '31']",2025-12-31,2025-12-31
2024-09,"['2024', '09']",2024-09,2024-09-01
2025년07월15일,"['2025', '07', '15']",2025-07-15,2025-07-15
2026/01,"['2026', '01']",2026-01,2026-01-01
2024.11.24,"['2024', '11', '24']",2024-11-24,2024-11-24
,,,
2025.05.05,"['2025', '05', '05']",2025-05-05,2025-05-05
2024/03/21,"['2024', '03', '21']",2024-03-21,2024-03-21
2025/02/06,"['2025', '02', '06']",2025-02-06,2025-02-06
2025/04/12,"['2025', '04', '12']",2025-04-12,2025-04-12
2024.03,"['2024', '03']",2024-03,2024-03-01
09/09/2025,"['09', '09', '2025']",09-09-2025,2025-09-09
2025년04월13일,"['2025', '04', '13']",2025-04-13,2025-04-13
2025-11,"['2025', '11']",2025-11,2025-11-01
2026/01,"['2026', '01']",2026-01,2026-01-01
2026-13-40,"['2026', '13', '40']",2026-13-40,
abcd,[],,
2024년01월15일,"['2024', '01', '15']",2024-01-15,2024-01-15
01/05/2024,"['01', '05', '2024']",01-05-2024,2024-01-05
2025년10월20일,"['2025', '10', '20']",2025-10-20,2025-10-20
2024/07,"['2024', '07']",2024-07,2024-07-01
2024-12-20,"['2024', '12', '20']",2024-12-20,2024-12-20
2026.04,"['2026', '04']",2026-04,2026-04-01
2024-09,"['2024', '09']",2024-09,2024-09-01
,,,
2025-12-07,"['2025', '12', '07']",2025-12-07,2025-12-07
2024-04-18,"['2024', '04', '18']",2024-04-18,2024-04-18
abcd,[],,
2024.11,"['2024', '11']",2024-11,2024-11-01
2026/02/28,"['2026', '02', '28']",2026-02-28,2026-02-28
2025/11,"['2025', '11']",2025-11,2025-11-01
2024.06.06,"['2024', '06', '06']",2024-06-06,2024-06-06
2024-12,"['2024', '12']",2024-12,2024-12-01
,,,
2024-06,"['2024', '06']",2024-06,2024-06-01
08/05/2024,"['08', '05', '2024']",08-05-2024,2024-08-05
2025년07월29일,"['2025', '07', '29']",2025-07-29,2025-07-29
2025.08.16,"['2025', '08', '16']",2025-08-16,2025-08-16
10/09/2025,"['10', '09', '2025']",10-09-2025,2025-10-09
2025/03,"['2025', '03']",2025-03,2025-03-01
2025.09.22,"['2025', '09', '22']",2025-09-22,2025-09-22
2024/11,"['2024', '11']",2024-11,2024-11-01
2025년08월16일,"['2025', '08', '16']",2025-08-16,2025-08-16
2026-02-30,"['2026', '02', '30']",2026-02-30,
2025/08/16,"['2025', '08', '16']",2025-08-16,2025-08-16
abcd,[],,
2025.04,"['2025', '04']",2025-04,2025-04-01
2024.08.05,"['2024', '08', '05']",2024-08-05,2024-08-05
2025/09/25,"['2025', '09', '25']",2025-09-25,2025-09-25
20260120,['20260120'],20260120,2026-01-20
2025년12월28일,"['2025', '12', '28']",2025-12-28,2025-12-28
2024/08/13,"['2024', '08', '13']",2024-08-13,2024-08-13
2025/06/01,"['2025', '06', '01']",2025-06-01,2025-06-01
2024-08-27,"['2024', '08', '27']",2024-08-27,2024-08-27
2024-01,"['2024', '01']",2024-01,2024-01-01
2025.05,"['2025', '05']",2025-05,2025-05-01
2024-10-28,"['2024', '10', '28']",2024-10-28,2024-10-28
2024/01/27,"['2024', '01', '27']",2024-01-27,2024-01-27
20250127,['20250127'],20250127,2025-01-27
10/15/2025,"['10', '15', '2025']",10-15-2025,2025-10-15
2024/07/18,"['2024', '07', '18']",2024-07-18,2024-07-18
31/31/2026,"['31', '31', '2026']",31-31-2026,
2026-01-25,"['2026', '01', '25']",2026-01-25,2026-01-25
2025-07-22,"['2025', '07', '22']",2025-07-22,2025-07-22
2025.10.13,"['2025', '10', '13']",2025-10-13,2025-10-13
2025-10-04,"['2025', '10', '04']",2025-10-04,2025-10-04
2024.09.29,"['2024', '09', '29']",2024-09-29,2024-09-29
2024.06,"['2024', '06']",2024-06,2024-06-01
2024/05/16,"['2024', '05', '16']",2024-05-16,2024-05-16
2025-04-15,"['2025', '04', '15']",2025-04-15,2025-04-15
12/13/2024,"['12', '13', '2024']",12-13-2024,2024-12-13
2025/06/01,"['2025', '06', '01']",2025-06-01,2025-06-01
2025.05,"['2025', '05']",2025-05,2025-05-01
2024.03,"['2024', '03']",2024-03,2024-03-01
20260412,['20260412'],20260412,2026-04-12
2026/04,"['2026', '04']",2026-04,2026-04-01
2025/09,"['2025', '09']",2025-09,2025-09-01
,,,
2026-02-18,"['2026', '02', '18']",2026-02-18,2026-02-18
03/22/2024,"['03', '22', '2024']",03-22-2024,2024-03-22
2025/10/24,"['2025', '10', '24']",2025-10-24,2025-10-24
20240622,['20240622'],20240622,2024-06-22
2024-01,"['2024', '01']",2024-01,2024-01-01
09/11/2025,"['09', '11', '2025']",09-11-2025,2025-09-11
2025/07,"['2025', '07']",2025-07,2025-07-01
2024.03.24,"['2024', '03', '24']",2024-03-24,2024-03-24
2024-10-27,"['2024', '10', '27']",2024-10-27,2024-10-27
2025-03,"['2025', '03']",2025-03,2025-03-01
20241204,['20241204'],20241204,2024-12-04
2025-03,"['2025', '03']",2025-03,2025-03-01
2025-03-24,"['2025', '03', '24']",2025-03-24,2025-03-24
2025년12월25일,"['2025', '12', '25']",2025-12-25,2025-12-25
2024-05-24,"['2024', '05', '24']",2024-05-24,2024-05-24
2024년07월12일,"['2024', '07', '12']",2024-07-12,2024-07-12
2026년04월28일,"['2026', '04', '28']",2026-04-28,2026-04-28
20250720,['20250720'],20250720,2025-07-20
2025-03,"['2025', '03']",2025-03,2025-03-01
2026/01/26,"['2026', '01', '26']",2026-01-26,2026-01-26
2024년03월25일,"['2024', '03', '25']",2024-03-25,2024-03-25
abcd,[],,
01/22/2026,"['01', '22', '2026']",01-22-2026,2026-01-22
2025-11-13,"['2025', '11', '13']",2025-11-13,2025-11-13
2024/03,"['2024', '03']",2024-03,2024-03-01
2025-08-21,"['2025', '08', '21']",2025-08-21,2025-08-21
2026/03/17,"['2026', '03', '17']",2026-03-17,2026-03-17
2025년11월26일,"['2025', '11', '26']",2025-11-26,2025-11-26
2024.02,"['2024', '02']",2024-02,2024-02-01
2024.11.27,"['2024', '11', '27']",2024-11-27,2024-11-27
2025/03,"['2025', '03']",2025-03,2025-03-01
2024년02월14일,"['2024', '02', '14']",2024-02-14,2024-02-14
2025년03월01일,"['2025', '03', '01']",2025-03-01,2025-03-01
2025/12,"['2025', '12']",2025-12,2025-12-01
2024-08-17,"['2024', '08', '17']",2024-08-17,2024-08-17
2024/01/05,"['2024', '01', '05']",2024-01-05,2024-01-05
2025-10-29,"['2025', '10', '29']",2025-10-29,2025-10-29
2025/01,"['2025', '01']",2025-01,2025-01-01
2024년01월19일,"['2024', '01', '19']",2024-01-19,2024-01-19
,,,
2024/07/23,"['2024', '07', '23']",2024-07-23,2024-07-23
01/07/2026,"['01', '07', '2026']",01-07-2026,2026-01-07
2025.12,"['2025', '12']",2025-12,2025-12-01
2024-09,"['2024', '09']",2024-09,2024-09-01
20250410,['20250410'],20250410,2025-04-10
20240831,['20240831'],20240831,2024-08-31
2025/03,"['2025', '03']",2025-03,2025-03-01
07/29/2025,"['07', '29', '2025']",07-29-2025,2025-07-29
2025/07,"['2025', '07']",2025-07,2025-07-01
2024-08,"['2024', '08']",2024-08,2024-08-01
2024/02,"['2024', '02']",2024-02,2024-02-01
2025년12월30일,"['2025', '12', '30']",2025-12-30,2025-12-30
2025년03월30일,"['2025', '03', '30']",2025-03-30,2025-03-30
2024.11,"['2024', '11']",2024-11,2024-11-01
12/15/2024,"['12', '15', '2024']",12-15-2024,2024-12-15
2024.04.06,"['2024', '04', '06']",2024-04-06,2024-04-06
04/02/2024,"['04', '02', '2024']",04-02-2024,2024-04-02
11/23/2024,"['11', '23', '2024']",11-23-2024,2024-11-23
2024/08/03,"['2024', '08', '03']",2024-08-03,2024-08-03
20251107,['20251107'],20251107,2025-11-07
2024/10/16,"['2024', '10', '16']",2024-10-16,2024-10-16
2024/02,"['2024', '02']",2024-02,2024-02-01
10/20/2024,"['10', '20', '2024']",10-20-2024,2024-10-20
2025년01월26일,"['2025', '01', '26']",2025-01-26,2025-01-26
abcd,[],,
2025.06,"['2025', '06']",2025-06,2025-06-01
06/22/2024,"['06', '22', '2024']",06-22-2024,2024-06-22
04/07/2024,"['04', '07', '2024']",04-07-2024,2024-04-07
2025-11-01,"['2025', '11', '01']",2025-11-01,2025-11-01
2026/01,"['2026', '01']",2026-01,2026-01-01
2025-03,"['2025', '03']",2025-03,2025-03-01
20240730,['20240730'],20240730,2024-07-30
2025.10.15,"['2025', '10', '15']",2025-10-15,2025-10-15
2025/06,"['2025', '06']",2025-06,2025-06-01
12/18/2024,"['12', '18', '2024']",12-18-2024,2024-12-18
2025.12.30,"['2025', '12', '30']",2025-12-30,2025-12-30
2024-12,"['2024', '12']",2024-12,2024-12-01
20240611,['20240611'],20240611,2024-06-11
20260428,['20260428'],20260428,2026-04-28
2025년10월02일,"['2025', '10', '02']",2025-10-02,2025-10-02
10/28/2025,"['10', '28', '2025']",10-28-2025,2025-10-28
2026/02,"['2026', '02']",2026-02,2026-02-01
2024.10,"['2024', '10']",2024-10,2024-10-01
2025/01,"['2025', '01']",2025-01,2025-01-01
2024/12/26,"['2024', '12', '26']",2024-12-26,2024-12-26
01/07/2024,"['01', '07', '2024']",01-07-2024,2024-01-07
2024/01,"['2024', '01']",2024-01,2024-01-01
20240804,['20240804'],20240804,2024-08-04
2025-11-05,"['2025', '11', '05']",2025-11-05,2025-11-05
