date,type,category,amount,content
2025년03월01일,salary,clinic,18만 원,
2025/12,,internet,100만 원,수업
2024-08-17,용돈,mall,47000,친구 만남 urgent
2024/01/05,salary, gift ,250원,수업 환불건
2025-10-29,지출,DESSERT,45000,게임 결제 memo
2025/01,spend,uber,십만원,저녁
2024년01월19일,spend,study,98000,카페 확인필요
,buy,cafe, 212 ,수업
2024/07/23, Expense ,Cafe,-8원,병원 #7
01/07/2026, Expense ,dessert,132000,
2025.12,buy,uber,무료,출장 #2
2024-09,용돈,electricity,약 만원,카페 memo
20250410, Income ,flight,219만 원,기념일 현금
20240831,buy, pharmacy ,114천원,병원 확인필요
2025/03,buy, coffee ,100원,온라인 주문
07/29/2025,spend,tour,82천원,병원 #2
2025/07,payback,gift, 24 ,월세 #9
2024-08,incomee,dessert,-149원,
2024/02,수입,STUDY,137원,환불 #1
2025년12월30일, Expense ,book,110천원,월세
2025년03월30일,salary,bonus,약 만원,점심 확인필요
2024.11,payment,PAY,210천원,온라인 주문 현금
12/15/2024,수 익,monthly pay,-13원,월급
2024.04.06,incomee, flight ,-127원,여행 준비
04/02/2024,payback,MONTHLY PAY,3천원쯤,저녁 #8
11/23/2024,bonus,,193만 원,저녁 현금
2024/08/03,지출,NETFLIX,28000,
20251107,buy, Food ,168원,점심
2024/10/16,지출,transport,198원,수업 확인필요
2024/02,지출,clinic, 5 ,게임 결제 #9
10/20/2024,payment,restaurant,-177원,월세
2025년01월26일,expense,online shopping,31000,게임 결제 확인필요
abcd,출금,movie,201.8,저녁
2025.06,용돈,shop!!,54천원,게임 결제 현금
06/22/2024,used,dessert,120원,수업 urgent
04/07/2024,용돈,latte,207000,환불
2025-11-01,지출,hospital,229000,친구 만남 환불건
2026/01,expense,snack,137원,출장 현금
2025-03,buy,internet,약 만원,기념일 #7
20240730,payment,,14000,여행 준비 카드
2025.10.15,수입,tour!!,약 69만,월세 확인필요
2025/06,출금,monthly pay123,207원,게임 결제 #1
12/18/2024,used,study,223000,교통비
2025.12.30,expnse,transport,219천원,온라인 주문 카드
2024-12,수입, mall ,14.5,not_available
20240611,용돈,congrats,abc123,병원 환불건
20260428,출금, meal ,94원,수업 memo
2025년10월02일,allowance,birthday gift,45000,월세 카드
10/28/2025,bonus,snack!!,12..3,not_available
2026/02,??,meal,104000,
2024.10, Income ,Salary123,57.0,월급 확인필요
2025/01,refund,clothes,1만 원,병원
2024/12/26, Expense ,uber,"1,2,3",저녁
01/07/2024,income,bonus,-131원,병원 urgent
2024/01,용돈,clothes,57.2,저녁 urgent
20240804,지출,shopping,약 165만,기념일
2025-11-05,expnse,medical,12..3,출장 환불건
2024.09,지출,gift,222만 원,교통비
20240703,수 익,tour,약 221만,월세 카드
31/31/2026,입금,shopping, 123 ,친구 만남 현금
2024년02월25일,buy,present,209원,마트 장보기
2025년11월26일,출금, starbucks ,194000,점심 확인필요
2026/04/20,allowance,trip,-,저녁 카드
2025/11/07,income,clinic,44원,마트 장보기 환불건
2024/08/25,used,SHOPPING,92천원,온라인 주문 확인필요
2025년05월13일,spend,pay,57천원,게임 결제
2025/07/25,payment,taxi,216.8,마트 장보기 urgent
2024-09,income,train, 34 ,저녁
2025.02,used,Shopping123,99.2,카페
2025-10,payback,EVENT GIFT,89000,월세 urgent
2024/01/31,입금,concert,187천원,월세 urgent
2025-09-22,출금,eatout,약 100만,월세 현금
2026-03-09,spend,Salary,232.9,
31/31/2026,spend,concert,228000,교통비 카드
2025.06, Expense ,income bonus,130천원,친구 만남
2024.12,expnse, FOOD ,178원,환불
20260215,지출,tuition,17만 원,마트 장보기 memo
2025-07,payment,cafe,117.3,병원
2024/05,spend,,2원,not_available
2025-02-24, Income ,bonus,3천원쯤,교통비 카드
12/04/2024,bonus,internet,190만 원,게임 결제 확인필요
2026-04,,internet, 144 ,카페
2025-12,입금,tuition,204천원,여행 준비 확인필요
2026-02-30,salary,PHARMACY,90천원,not_available
2024/04,used,bakery,,월세 환불건
2026-01,salary, event gift ,235원,월급 확인필요
2024.05.18,used,congrats, 102 ,여행 준비 urgent
2024.10,allowance,fashion,132원,수업 확인필요
2024-04,지출,trip,십만원,
2025년04월27일,refund,TOUR,111천원,마트 장보기 memo
2025.10.12, Income ,,180원,친구 만남 카드
20250109,payment,pet,48원,병원 memo
2025.01.16,payback,salary,약 94만,
2024-06,allowance,,49000,수업 memo
2025.09.03,payment,food,171000,월세
2024.07,spend,Cafe,206000,여행 준비
2025.10,buy,fashion,175천원,수업 #6
2024.05.24,spend,movie,1원,월세 현금
2024-10-06,spend,hotel, 222 ,환불 카드
2026년02월11일,income,dinner,156.5,저녁
2024년07월16일,income,restaurant,not_available,카페 카드
2025/11,expense,meal,"1,2,3",환불
2024/10,incomee,shop, 176 ,출장
31/31/2026,spend,congrats,100원,not_available
01/11/2026,지출,congrats,-31원,월급
2025-08,spend,,십만원,환불 #6
2024.05.13,expense,starbucks,142.6,수업 #2
2025-08,지출, fashion ,177000,마트 장보기 카드
10/04/2024,used,Shopping,3천원쯤,출장 memo
2025/09,used, coffee !!,-22원,온라인 주문 카드
2026-01,expnse,pet,-238원,점심 환불건
2025-11-25,spend, FOOD ,147000,출장
10/19/2025, Expense , coffee ,-32원,수업 현금
2025/03,spend,present,25원,카페 urgent
20250424,income,vet,-159원,마트 장보기
2025년08월28일,??,latte,-116원,월세
20240419,지출,lunch,9000,병원 환불건
06/01/2025,income,electricity,178.8,마트 장보기 환불건
abcd,payment,latte123,14원,수업 확인필요
2025.12,spend,monthly pay,18만 원,수업 확인필요
2024년03월21일,지출,clothes,약 181만,월세 #3
2024-12-06,salary,pay,173000,기념일 현금
2025.05,used,present,6원,점심 urgent
2026/04,expense,Shopping,88원,저녁 환불건
2026-02-30,expense,food,91만 원,교통비 환불건
10/18/2025,출금,present,51.5,월세 memo
2026-02-30,salary,latte!!, 96 ,출장
2026-02,used,CAFE,152천원,
abcd,refund, medical ,148만 원,병원 확인필요
05/24/2025, Expense ,,100천원,저녁
2024/07,incomee,utility, 115 ,여행 준비 환불건
2026/02/16,used,present,119.4,친구 만남 확인필요
,payment, present ,46.7,온라인 주문 현금
2024-02,입금,netflix!!,약 만원,월급 memo
02/02/2025,수입,gift,129원,출장 #8
2025.01.08,buy,cat snack,113천원,마트 장보기 현금
2026-02-27,buy,gas,25000,게임 결제
2025년08월10일, Income ,dessert,209000,
abcd,spend, pay ,약 156만,기념일 현금
2025/02/27,지출, subway ,93.8,점심 #7
2026-02-30,refund,tour,205000,월세 현금
2025년01월18일,입금,mart,171000,온라인 주문 memo
2026-02-30,수입,travel,약 141만,not_available
2025.07,salary,rent, 29 ,not_available
2026-02-30,출금,bonus123,151000,수업 #7
03/15/2026,payback,coffee,-71원,게임 결제
2025/12,??,bus,125000,카페 memo
2026-13-40,salary,gift123,107원,수업 현금
2026/99/99,,PAY,약 190만,친구 만남 urgent
2026년01월07일,payback,monthly pay,-116원,기념일 환불건
20240425,salary,tour,236천원,여행 준비 urgent
05/09/2025,refund,starbucks,99.1,친구 만남 현금
2025-04,입금, dog food ,153원,여행 준비 memo
2026/01/27,출금,ONLINE SHOPPING,18만 원,마트 장보기
2026.01,refund,coffee,약 199만,기념일 memo
2025-04,incomee,transport,41만 원,병원 카드
2025-05,buy,game,64원,카페 확인필요
2025.08,used,clothes,194원,기념일 환불건
2025/09,입금,HOSPITAL, 60 ,기념일 환불건
12/19/2024,income,Shopping,31원,월세 urgent
20241119,입금,vet,172만 원,
2024년11월18일,expense,event gift,37천원,기념일 환불건
2024-01,bonus,hobby,200원,카페 환불건
2026.04.27,지출, subway ,186만 원,월급 #8
abcd,expense,cat snack,12..3,출장 카드
2025.03,수입,FASHION,124천원,월세 memo
2026-04-10,용돈,present,not_available,친구 만남 카드
2026-04,buy,,121만 원,
2026/99/99,unknown,PHARMACY,약 244만,병원
2024/05, Expense ,congrats,23000,월세
31/31/2026,지출,restaurant,123원,저녁 urgent
2024년11월11일,payback,pet,168천원,게임 결제
20241129,unknown,taxi!!,십만원,온라인 주문 현금
2025/12,bonus,food,55만 원,온라인 주문 카드
2025.03,지출,eatout,14만 원,친구 만남
2025/05/28,출금,pet!!,약 만원,월급 카드
not_available,salary,pay,60원,월급 환불건
2025.05,refund,cat snack,164만 원,저녁
20251025,used, coffee ,127원,교통비
02/27/2026,출금,hotel123,??,기념일
2026/03,spend, water bill ,-147원,월세
2025.06,buy,coffee,239000,게임 결제
05/12/2025, Expense ,ONLINE SHOPPING,178원,여행 준비 memo
2025년07월24일,allowance,clinic, 221 ,기념일
2025-10,used,fashion,16만 원,교통비 환불건
2024.03.14,bonus,present,약 136만,수업
2024.09.06,buy,event gift,158000,월급 확인필요
2025.04,buy,water bill,19000,게임 결제 확인필요
2024-09-23,other,event gift,-54원,
not_available,expnse,medical,무료,카페 #4
2024/11/22, Expense , shopping ,138원,기념일
2024년10월09일, Expense ,starbucks,-149원,
2025-03-12,buy,BONUS,244원,환불 환불건
2025.09.11,payback,vacation,246.1,여행 준비 확인필요
20240302, Income ,income bonus,167원,친구 만남 현금
2025-05,allowance,BONUS,108만 원,교통비 urgent
2026-13-40,payment, event gift ,51만 원,not_available
2024-06-07,other,game,not_available,마트 장보기 urgent
2024.11,buy,bakery!!,-,출장
2025.11.17,other,lunch,64만 원,게임 결제 urgent
20240328,spend,mart,약 만원,온라인 주문 #7
20250905,payback,congrats,236000,저녁 환불건
2024-02-02, Expense ,Cafe,무료,점심 #5
2024-04,출금, food ,24.3,여행 준비
2025.03.21,incomee,CLINIC,71원,카페
2024-10-26,??,Food,31만 원,온라인 주문 memo
2025-09, Income ,GIFT,209000,카페
2024-08, Expense ,Salary, 62 ,
20260405,출금,food,109원,출장 환불건
2024/10/21,expense,groceries,183천원,게임 결제
2024-05, Expense ,birthday gift,,친구 만남 urgent
2024/09/26,수입,online shopping,20.3,게임 결제
2024/01,payback,shopping,209원,친구 만남 확인필요
2024.04, Income , Food ,55만 원,친구 만남
2026-13-40,,fashion123,3천원쯤,
2025-10,refund,medical,219000,출장
2025/11/07,spend,concert,242천원,환불 #3
2024/03,spend,Food,103원,기념일 memo
08/31/2024,,Cafe,109000,월급 urgent
2024-11-18,지출, Shopping ,약 122만,카페 확인필요
2026년03월19일,expense,pet,-148원,병원
20260223,income,congrats,164000,카페 #5
2025.11,입금,snack,약 215만,게임 결제
2024년01월05일, Expense ,pharmacy,179천원,기념일 현금
2026-02-30,지출,mart,18만 원,병원
2024.07.29,allowance,hospital,-10원,병원 환불건
2025-09-18,expense, trip , 246 ,여행 준비 카드
2026.04.25, Income ,pay, 212 ,기념일
2025.12,spend,shop,49원,게임 결제
04/13/2024,expense,cafe,124000,친구 만남
2025-11,??,hotel!!,-165원,
2025-01,used,tour,-172원,기념일
2026/01/08, Expense ,Cafe!!,약 만원,출장
2026/99/99,income,fashion,-135원,월급 #3
2026.01.16,refund,vet,83.7,
02/21/2026, Income ,restaurant,약 113만,월급
20260128,allowance,transport,54천원,친구 만남 카드
20260101,payment,bakery,113.3,출장
08/11/2025,salary,WATER BILL,약 226만,
2024-12,buy,internet,200만 원,카페 memo
2026-13-40,spend,subway,189000,수업
2026년04월06일,income,snack,127원,출장
31/31/2026,expnse,Food,-87원,
2024/07/29,spend,bakery,abc123,
2025년05월12일, Income ,dog food,약 74만,게임 결제
04/28/2026,spend,,38천원,수업
2025-09-12,bonus,income bonus,209천원,저녁 환불건
2025-11-08,지출,CONGRATS,26만 원,수업 urgent
2025-03,,pet,약 76만,
2024-02,other,electricity,3만 원,병원 memo
2025년09월03일,income,Shopping,약 만원,게임 결제 현금
2026/99/99,spend,water bill,not_available,
2024-02-08,allowance,online shopping,203000,월세
01/20/2024,수 익,starbucks,114천원,
2024.02, Expense ,bus,-203원,기념일 카드
2025-01,spend,shopping,218원,수업 환불건
2025/05, Expense ,present,64원,교통비 urgent
2024/04,spend,,165만 원,마트 장보기 카드
2025/06/04,payment,tuition,-72원,교통비 memo
04/04/2024,other,CAT SNACK,약 만원,온라인 주문 #7
2026.03.25,spend,vacation,abc123,게임 결제 urgent
2025년04월26일,expense,shop,219만 원,월세 환불건
2025/04,출금,pet,229천원,여행 준비
2025.08,expense,fashion,148원,수업 현금
2026/04,spend,netflix,29000,월세
2026-02-06,지출,online shopping,3천원쯤,여행 준비 memo
2025년02월02일,spend,cat snack, 182 ,수업 #4
12/07/2025,unknown,rent,244000,
2025.04,refund,train,128원,온라인 주문 확인필요
2024년01월24일,allowance,pet,119천원,교통비 #5
2024-02-17,수 익,medical,-223원,온라인 주문
2024/10/21,출금,event gift,약 만원,교통비
,allowance,transport,54원,not_available
2026-13-40,spend, pet ,123000,교통비 현금
2025-07-19,allowance,congrats, 31 ,수업
20240419,용돈,pharmacy,90원,
2026년04월09일,expense,vet,166만 원,마트 장보기 카드
2026.01,salary,cat snack,123000,여행 준비 #1
2026-02-30,용돈,Cafe,209원,not_available
2024년12월26일,용돈,starbucks, 79 ,월세 확인필요
2026.01,used,starbucks,??,월세 카드
2024.09,출금,,181.2,병원
2024/10/15,used,BIRTHDAY GIFT,not_available,점심
05/17/2024,bonus,dessert,26000,여행 준비
2025년01월13일,expnse,dinner,114.1,저녁 환불건
2024/07/14,,groceries,,월세 환불건
2025.09,expense, travel ,75만 원,교통비 urgent
not_available,bonus,online shopping,238천원,친구 만남 #5
2026-01-09,used,vacation,not_available,친구 만남 #6
2025/12/25,지출,tour,39천원,온라인 주문 환불건
2025-03-03,spend, electricity ,-3원,온라인 주문 확인필요
20240926, Income ,concert,190만 원,월급 카드
2026/03/18,payback,hospital,221000,not_available
20250518,payback,water bill,십만원,환불
2025-05-20,expense,TRAVEL,59천원,교통비 카드
2025.09,refund,monthly pay,76원,not_available
20251106,income,bus,93만 원,월세 확인필요
2025-11-30, Income ,PHARMACY,111원,기념일 카드
2024.01,수 익,uber,112원,게임 결제 확인필요
2024/05/14,buy,lecture,222원,환불 memo
2024-06,payment,flight,177원,교통비 memo
04/07/2026,used,flight,221만 원,
2024-06,buy, dessert ,12..3,게임 결제
2025.10.26,출금,movie!!,87만 원,여행 준비 확인필요
2025/01/22,출금,gas,139.3,환불 #6
20250119,buy,dogfood,93원,점심 현금
2025.09,used,vet,138.4,저녁 확인필요
07/06/2025,payment,dog food,71천원,수업 카드
2025.10,출금,tour123,204원,저녁 카드
02/29/2024,buy, transport ,68천원,not_available
2024-02,incomee,travel,244000,출장 카드
07/08/2025,salary, coffee ,114원,기념일 카드
2024-11, Expense ,starbucks,abc123,기념일 memo
2025/09/29,spend,dinner,27원,점심 urgent
02/12/2024,지출,income bonus,-56원,환불 카드
08/20/2025,used,book,95원,not_available
2025/01,income,starbucks,53천원,친구 만남 memo
2026/04/13,출금,mall,110000,마트 장보기 현금
2024-10,수 익,rent,28.6,월급 환불건
2025.08,payment, gift ,??,카페 카드
2024/09/02,출금,LATTE,169원,
31/31/2026,수입,netflix,208천원,not_available
2024.11,출금,study,약 249만,환불 #4
2024.02,입금,, 162 ,병원
,출금,netflix,45만 원,병원
20250212, Expense ,study,222원,병원 카드
20250308,used, starbucks ,202천원,not_available
2025-07-24,spend,eatout, 227 ,월세 현금
31/31/2026,spend,dogfood,204000,환불
2024/08/09,expense,monthly pay,약 82만,마트 장보기
20260112,bonus,latte,113원,게임 결제 urgent
2024-03,지출,gift!!, 52 ,월급 memo
05/20/2024,spend,utility,12..3,저녁 현금
2025.03.21,salary,,65.1,수업
2025.09,지출,utility,219000,수업 환불건
2024-07-01,??,event gift, 111 ,
2024/09/23,refund,dessert,61만 원,병원
2024/09,출금,pay,-,저녁 urgent
2025/10/29,buy,Salary,"1,2,3",
2024/06,salary,MEDICAL,10만 원,not_available
2025/03,입금,water bill,64원,
2024/10,용돈,book, 211 ,월세
2024.07.22,allowance,flight,abc123,
2025/11, Expense ,movie!!,1만 원,수업
2025/04,other,vacation,106000,기념일 memo
2024.10,spend, salary ,147.3,게임 결제 memo
2025.07,수 익,book123,-,교통비
2024/04,other,clinic,약 155만,마트 장보기 #4
05/28/2024,용돈,monthly pay,182원,월세 urgent
2026/02,used,tour,199000,not_available
2026/03/22,입금,,131원,온라인 주문
2024/05,payback,movie,47000,not_available
2025/04/25,수입,tuition,97000,카페 #5
2024-10-08,used,transport,약 19만,마트 장보기 memo
07/06/2025,expense, book ,164원,
2025.10.14,수입,online shopping,130만 원,월세 환불건
31/31/2026,income,gift, 99 ,온라인 주문
2025.04.08,용돈,lunch,12..3,카페 현금
2025.05,buy,lecture,214000,마트 장보기 urgent
20251126,지출, birthday gift ,207원,기념일 memo
2025-08,salary,vacation,246원,출장
2025년04월01일,bonus,flight,17만 원,월세 memo
2024/05/25,expense,study,-157원,월세
2025.10.13,??,gift,50원,출장 확인필요
2024.08.01,used,tour,245천원,교통비 확인필요
2025.11, Income ,shop,53만 원,월세 환불건
2026/01/20,salary,uber, 152 ,병원 urgent
07/20/2025,입금,study,217000,수업 memo
abcd, Income , tuition ,203원,수업
2025-05,spend,congrats,20만 원,병원
02/25/2024,income,clinic,117천원,병원 환불건
2026.01.12,used,Shopping,111만 원,환불 #4
31/31/2026,allowance,book,6.1,여행 준비 환불건
2026-03-20,salary,transport,18만 원,출장 현금
2025/01/21,income,travel,155원,저녁 현금
not_available,입금,event gift,52원,월세 현금
2025-01-31,spend,travel,약 221만,게임 결제 카드
2025.04,buy,bakery,-136원,교통비 urgent
2024년07월10일,income,salary,209000,not_available
2024년07월18일,refund,hospital, 196 ,교통비
2026/02,입금,travel,-108원,
2025.10.17,payment,fashion,138원,친구 만남
2024년03월17일,입금,pharmacy,78천원,저녁 카드
not_available,payment,bakery, 222 ,교통비 카드
20240122,출금,medical,약 229만,수업 확인필요
abcd,buy,utility,222천원,not_available
2026-01,spend,pharmacy, 183 ,게임 결제 urgent
2024년02월04일, Income ,birthday gift,-,교통비 urgent
2025.10, Income ,train,약 47만,
2024-03-25,allowance,shop,193천원,여행 준비
2024년06월25일,지출,utility,202000,월급 memo
2024.12,salary,rent!!,229천원,교통비 환불건
2025년05월31일,payment,shop,184000,환불 #2
2026.03,출금,Salary,227000,
2024-09,expense,internet,11천원,병원 memo
2025.06,payment,movie,41만 원,월세 확인필요
not_available,수입,present, 240 ,
2025-04, Expense , coffee ,약 7만,월급 환불건
2024/12,출금,salary!!,152만 원,여행 준비 카드
20250820, Expense ,course,-100원,기념일 환불건
02/02/2025,지출,congrats,44원,출장 확인필요
11/23/2025,buy, event gift ,115원,저녁 현금
2025년10월29일,spend,snack, 133 ,환불 확인필요
2026-02-30,수입,salary,167000,
2024/12,other,birthday gift,36000,점심 카드
2025/06, Expense , groceries ,45.3,not_available
20250227,payback,cat snack123,-54원,출장 확인필요
2026.01,incomee,vacation,242원,저녁 #5
2024년10월31일,입금,vet, 132 ,월급
,used,Cafe,59원,월세 확인필요
not_available,bonus,groceries,193원,환불 memo
2025/07/18,지출,cafe,십만원,월세 확인필요
,입금,FOOD,18천원,여행 준비 #2
2025.10.14,수입,meal,46원,친구 만남
31/31/2026,입금,tour!!,240천원,저녁 memo
2026-02-30,expense,trip,90000,월급
2024/11/29,입금,groceries123, 93 ,월급 #4
2024/01,expense,,십만원,
2024/12,bonus,meal,약 133만,카페 현금
2025-05-31,expense,rent,125천원,
2025년06월15일,spend,food!!,163.5,마트 장보기 urgent
2024/03/01,expense, cafe ,27만 원,병원 현금
2025-05,payback,birthday gift,232천원,온라인 주문
2025.10.25,spend,vet,191.8,교통비
20240920,unknown,study,73천원,마트 장보기 환불건
2025.08,other,hotel,약 4만,not_available
2024/01,지출,latte,-35원,출장
31/31/2026,buy, restaurant ,171000,
2025-03-04, Expense ,FLIGHT,44000,친구 만남 urgent
2025/04,refund,,-,not_available
2025-04-04,수입,Cafe,-55원,월급 카드
2025/08,지출, FOOD ,242천원,게임 결제 urgent
2026-04,payback,cat snack,약 만원,
2024년11월09일,buy,eatout,111원,여행 준비 urgent
2025.11.23,payback, coffee ,186만 원,월급
20250730,payback,trip,226원,수업 #8
20260121,income,UBER,164천원,친구 만남
2025/05/16,expense,bonus,약 90만,월급 #5
2026/03,spend,tour,206천원,월세 현금
2026/01,용돈,mall,약 만원,저녁 확인필요
2024/11/24,other,starbucks,102만 원,월세 카드
2026-02-30,expense,hospital,약 만원,수업 환불건
2025년11월08일,expense,restaurant,20000,월급 카드
2024/05/07,salary,cafe,138천원,기념일
2024-11,출금,GAME,"1,2,3",교통비 확인필요
2025-10-14,수입,utility,십만원,월급 memo
20240111,expense,rent,약 193만,병원 카드
2024/06,bonus,salary,118000,친구 만남 현금
20240405,용돈,lecture,2000,
20260305,payment,Food,66만 원,수업
2024.08,buy,tour,,교통비 카드
2024.02.04,allowance,salary,80원,월세
05/19/2025,expense,monthly pay,19원,친구 만남 환불건
20240626,payment,present,232만 원,저녁
2026.03.22, Expense ,train123,-212원,카페
10/09/2025,출금,gift,-173원,저녁 환불건
03/07/2024,income,rent,1000,교통비 카드
2025.03.05,용돈,fashion, 140 ,게임 결제
2025/04,allowance,lecture,164원,저녁 memo
2024/10/25,spend,pay,64천원,친구 만남 urgent
2024.12,used, internet ,247000,출장 urgent
2025.08.02,입금,,84원,게임 결제
20250505,payback,pet,186원,출장 현금
20240816,expnse,utility,??,점심 확인필요
2024-05-03, Expense ,fuel,abc123,출장
09/29/2025,용돈,catsnack,17.6,여행 준비 urgent
2024.08.05,expense,event gift,201000,
2024.11,salary,GAS,"1,2,3",수업 memo
2024.03,income,,154천원,마트 장보기 #4
2026/04,used,clothes123,99만 원,수업 memo
20250621,salary,gas,13만 원,월급 환불건
20250613, Income ,meal,79만 원,병원 현금
2025-04-05,buy,taxi,177000,교통비 #2
2025-12,용돈,transport,88천원,게임 결제 #3
2026-02-30,allowance,vacation, 19 ,저녁
2025.05,출금,cat snack,165000,온라인 주문 환불건
2024/03,지출,pet,3천원쯤,점심 카드
12/05/2025,??, birthday gift ,115천원,병원 환불건
20250713,출금,restaurant,60만 원,
20240505,지출,,십만원,온라인 주문 환불건
2026-13-40,salary,bakery,3천원쯤,교통비 환불건
2024.02, Income , lecture ,205원,점심 memo
2025/09/04,expense,congrats,1.7,출장 memo
2025.04,spend, game ,200천원,수업 카드
2025년02월17일,출금,bus123,-37원,수업
2025/02,salary,salary,77000,온라인 주문 urgent
2024.04,income,hospital,158000,점심 현금
2024-01,allowance,clothes,108만 원,
2026-13-40,payment,shop,십만원,여행 준비 memo
2024.09.30,출금,clinic,약 187만,카페 #4
03/22/2025,unknown,online shopping,247천원,교통비
2024/10/15, Income ,groceries,164천원,수업 memo
2026/02/04,income,, 117 ,저녁 현금
20260210, Expense ,tuition, 209 ,수업 카드
2025-03-08, Expense ,,204000,
2024-09-20,spend,TRAIN,138.2,기념일 urgent
2024/12/25,allowance, event gift , 201 ,월세 memo
2024년01월02일,수입,mall,65000,점심 urgent
2024.03.03,payment,shopping,63원,점심 #1
2025년10월11일,expnse,SALARY,-94원,병원 카드
2025-05,payback,hobby,208000,마트 장보기
2026-02-30,수입,mart,-48원,여행 준비
20260430,용돈,Food,209천원,마트 장보기
02/10/2026,allowance,fashion,무료,월세 카드
2024-12-02,expense,groceries,233원,저녁 urgent
2024/01,spend,Salary,십만원,온라인 주문 환불건
2024.04,수입, gift ,194000,친구 만남 현금
2024.09.15, Expense ,netflix,약 17만,기념일 환불건
2025.01.10,expnse,Cafe,-196원,
2026-02-30,수입, dinner ,12원,병원 urgent
20240208,salary,tour!!,36000,온라인 주문 환불건
2025-01-24,expense,present,137.2,
2024-04-30,refund,pharmacy,213만 원,
2024.04,payback,electricity,190000,기념일 현금
2026-13-40,payment,monthly pay,약 187만,친구 만남 현금
2026년01월03일,used,gas,12만 원,출장 #5
,buy,SALARY,-244원,기념일 현금
2024/10/24,??, Shopping ,-37원,기념일
31/31/2026,,book,약 201만,점심 카드
2025/12/12,payback,online shopping,약 102만,게임 결제
abcd,allowance,eatout,약 만원,수업 memo
2024.12.07,, event gift ,not_available,수업 확인필요
2024/11/10,bonus,uber,50만 원,교통비 환불건
20250123,used,lecture,231천원,카페
2026-02-30,지출,medical, 90 ,병원
10/28/2025,used,birthday gift,93만 원,기념일 #4
06/01/2025,refund,pet,196만 원,수업
2026년03월21일,입금,Shopping,239000,카페 확인필요
20251210,payment,starbucks,181천원,게임 결제 #5
abcd,salary, present ,187000,교통비
20240621,expense,online shopping,36천원,교통비 카드
2026-02-30,used,Salary123,27만 원,온라인 주문 확인필요
2024.07.05,입금,hotel,3천원쯤,친구 만남
2025.12.05,spend,EVENT GIFT,84원,
03/26/2025,expense,bonus,30000,월세
2026년03월02일,입금, coffee ,-74원,월급
2025년01월08일,용돈,hotel,십만원,
2025/08/15, Income ,flight, 170 ,
20250813,payment,internet123, 230 ,게임 결제
2025/05/16,,mall,214만 원,게임 결제
2024년01월03일,수입, coffee ,"1,2,3",병원 카드
2024.02.03,payment, clothes ,82만 원,교통비 카드
2024/11,allowance,RESTAURANT, 7 ,점심 #1
2026/99/99,,gas,162원,환불 #1
not_available,수입,flight,43000,병원
2024-03, Expense ,pet,174.7,교통비
2025년02월22일,bonus,dessert!!,230만 원,온라인 주문 memo
2024.02.24,payment,water bill,117.2,온라인 주문 #7
2026/04/15, Expense ,dinner,125천원,
2025/08,입금,travel,-220원,월세
2024.07, Expense ,hotel,,월급
20241211,용돈,shopping,45천원,병원 카드
2025.05.20,incomee,gift,21만 원,여행 준비 memo
2025.11.04,payback,HOBBY,69천원,not_available
20251212,bonus,starbucks,약 166만,저녁
2024/12/19,expense,event gift,-69원,
2026.04,buy,vet,약 63만,출장 환불건
2025-07-03,unknown,hospital,64000,친구 만남
2026.03.04,refund,dinner,225000,수업
2025/05,용돈, clothes ,143000,점심 확인필요
2025.05,출금, fuel ,not_available,병원 memo
09/01/2024,지출,,,저녁 확인필요
2024.07,입금,hospital,166원,기념일 memo
2024.06.16, Expense ,,158천원,친구 만남 카드
not_available,출금,,98원,점심 memo
2025/03/25,??,uber,약 53만,출장 확인필요
2026-02-30,used,concert,173원,수업
2025.12,expense,dinner,"1,2,3",
05/16/2025,수입,water bill,약 248만,월급 확인필요
2024-08-20,payment,Cafe,62000,카페 memo
2024년06월25일,payback,,128원,교통비 urgent
2024/12/06,other,gas!!,15원,
2024.02.04, Expense ,salary,100000,온라인 주문
2026/02,??,,164원,게임 결제
2024-04, Expense ,present,25천원,기념일 urgent
03/24/2026,buy,present,86000,온라인 주문 memo
2025년01월03일,allowance,clinic,-,환불 memo
2024년06월18일,수입,hotel,171000,병원 카드
2025/07/22,buy,,149만 원,
2025.01,payment,LECTURE,약 189만,마트 장보기 urgent
2025-01-14,payback,monthly pay,83만 원,저녁 memo
2025.02,buy,starbucks,5원,월급 확인필요
2025/04/25,payment,latte,-205원,환불
2024.04.21,payment,monthly pay,31000,마트 장보기 urgent
2024.09.24,bonus, coffee ,not_available,
2025.06.23,buy,LATTE,126만 원,카페 현금
2025/01/24,used,,133000,마트 장보기 카드
2025.09,지출,LUNCH,165천원,카페
2024/07/11,지출,tour,무료,마트 장보기 현금
2025.08,used,present,129원,교통비
2025년06월26일, Income ,shop,약 154만,점심
2025/12/04,other,clothes,40000,점심 현금
2025년12월24일,expnse,lunch,248만 원,월세
2024-07,payment,fuel,-94원,
2025-09-16,income,congrats,147000,기념일
2026년01월28일,용돈,salary,78만 원,마트 장보기 memo
2025/09/26,bonus,CONCERT,98만 원,점심 memo
2025-11,spend,hospital,-,마트 장보기
2025.02,expense,cat snack,146천원,수업
2026-02,buy,online shopping,약 36만,카페
